Year,measure,variable,value
1977,productionshare,Uruguay,0
1978,productionshare,Uruguay,0
1979,productionshare,Uruguay,0
1980,productionshare,Uruguay,0
1981,productionshare,Uruguay,0
1982,productionshare,Uruguay,0
1983,productionshare,Uruguay,0
1984,productionshare,Uruguay,0
1985,productionshare,Uruguay,0
1986,productionshare,Uruguay,0
1987,productionshare,Uruguay,0
1988,productionshare,Uruguay,0
1989,productionshare,Uruguay,0
1990,productionshare,Uruguay,0
1991,productionshare,Uruguay,0
1992,productionshare,Uruguay,0
1993,productionshare,Uruguay,0
1994,productionshare,Uruguay,0
1995,productionshare,Uruguay,0
1996,productionshare,Uruguay,0
1997,productionshare,Uruguay,0
1998,productionshare,Uruguay,0
1999,productionshare,Uruguay,0
2000,productionshare,Uruguay,0
2001,productionshare,Uruguay,0
2002,productionshare,Uruguay,0
2003,productionshare,Uruguay,0
2004,productionshare,Uruguay,0
2005,productionshare,Uruguay,0
2006,productionshare,Uruguay,0
2007,productionshare,Uruguay,0
2008,productionshare,Uruguay,0
2009,productionshare,Uruguay,0
2010,productionshare,Uruguay,0
2011,productionshare,Uruguay,0
2012,productionshare,Uruguay,0
2013,productionshare,Uruguay,0
2014,productionshare,Uruguay,0
2015,productionshare,Uruguay,0
2016,productionshare,Uruguay,0
2017,productionshare,Uruguay,0
2018,productionshare,Uruguay,0
2019,productionshare,Uruguay,0
1835,productionshare,Other LAC,0
1836,productionshare,Other LAC,0
1837,productionshare,Other LAC,0
1838,productionshare,Other LAC,0
1839,productionshare,Other LAC,0
1840,productionshare,Other LAC,0
1841,productionshare,Other LAC,0
1842,productionshare,Other LAC,0
1843,productionshare,Other LAC,0
1844,productionshare,Other LAC,0
1845,productionshare,Other LAC,0
1846,productionshare,Other LAC,0
1847,productionshare,Other LAC,0
1848,productionshare,Other LAC,0
1849,productionshare,Other LAC,0
1850,productionshare,Other LAC,0
1851,productionshare,Other LAC,0
1852,productionshare,Other LAC,0
1853,productionshare,Other LAC,0
1854,productionshare,Other LAC,0
1855,productionshare,Other LAC,0
1856,productionshare,Other LAC,0
1857,productionshare,Other LAC,0
1858,productionshare,Other LAC,0
1859,productionshare,Other LAC,0
1860,productionshare,Other LAC,0
1861,productionshare,Other LAC,0
1862,productionshare,Other LAC,0
1863,productionshare,Other LAC,0
1864,productionshare,Other LAC,0
1865,productionshare,Other LAC,0
1866,productionshare,Other LAC,0
1867,productionshare,Other LAC,0
1868,productionshare,Other LAC,0
1869,productionshare,Other LAC,0
1870,productionshare,Other LAC,0
1871,productionshare,Other LAC,0
1872,productionshare,Other LAC,0
1873,productionshare,Other LAC,0
1874,productionshare,Other LAC,0
1875,productionshare,Other LAC,0
1876,productionshare,Other LAC,0
1877,productionshare,Other LAC,0
1878,productionshare,Other LAC,0
1879,productionshare,Other LAC,0
1880,productionshare,Other LAC,0
1881,productionshare,Other LAC,0
1882,productionshare,Other LAC,0
1884,productionshare,Other LAC,0
1885,productionshare,Other LAC,0
1886,productionshare,Other LAC,0
1887,productionshare,Other LAC,0
1888,productionshare,Other LAC,0
1889,productionshare,Other LAC,0
1890,productionshare,Other LAC,0
1891,productionshare,Other LAC,0
1892,productionshare,Other LAC,0
1893,productionshare,Other LAC,0
1894,productionshare,Other LAC,0
1895,productionshare,Other LAC,0
1896,productionshare,Other LAC,0
1897,productionshare,Other LAC,0
1898,productionshare,Other LAC,0
1899,productionshare,Other LAC,0
1900,productionshare,Other LAC,0
1901,productionshare,Other LAC,0
1902,productionshare,Other LAC,0
1903,productionshare,Other LAC,0
1904,productionshare,Other LAC,0
1905,productionshare,Other LAC,0
1906,productionshare,Other LAC,0
1907,productionshare,Other LAC,0
1908,productionshare,Other LAC,0
1909,productionshare,Other LAC,0
1910,productionshare,Other LAC,0
1911,productionshare,Other LAC,0
1912,productionshare,Other LAC,0
1913,productionshare,Other LAC,0
1914,productionshare,Other LAC,0
1915,productionshare,Other LAC,0
1916,productionshare,Other LAC,0
1917,productionshare,Other LAC,0
1918,productionshare,Other LAC,0
1919,productionshare,Other LAC,0
1920,productionshare,Other LAC,0
1921,productionshare,Other LAC,0
1922,productionshare,Other LAC,0
1923,productionshare,Other LAC,0
1924,productionshare,Other LAC,0
1925,productionshare,Other LAC,0
1926,productionshare,Other LAC,0
1927,productionshare,Other LAC,0
1928,productionshare,Other LAC,0
1929,productionshare,Other LAC,0
1930,productionshare,Other LAC,0
1931,productionshare,Other LAC,0
1932,productionshare,Other LAC,0
1933,productionshare,Other LAC,0
1934,productionshare,Other LAC,0
1935,productionshare,Other LAC,0
1936,productionshare,Other LAC,0
1937,productionshare,Other LAC,0
1997,productionshare,Other LAC,0
1998,productionshare,Other LAC,0
1999,productionshare,Other LAC,0
2000,productionshare,Other LAC,0
2001,productionshare,Other LAC,0
2002,productionshare,Other LAC,0
2003,productionshare,Other LAC,0
2004,productionshare,Other LAC,0
2005,productionshare,Other LAC,0
2006,productionshare,Other LAC,0
2007,productionshare,Other LAC,0
2008,productionshare,Other LAC,0
2009,productionshare,Other LAC,0
2010,productionshare,Other LAC,0
2011,productionshare,Other LAC,0
2012,productionshare,Other LAC,0
2013,productionshare,Other LAC,0
2014,productionshare,Other LAC,0
2015,productionshare,Other LAC,0
2016,productionshare,Other LAC,0
2017,productionshare,Other LAC,0
2018,productionshare,Other LAC,0
2019,productionshare,Other LAC,0
1835,productionshare,Algeria,0
1836,productionshare,Algeria,0
1837,productionshare,Algeria,0
1838,productionshare,Algeria,0
1839,productionshare,Algeria,0
1840,productionshare,Algeria,0
1841,productionshare,Algeria,0
1842,productionshare,Algeria,0
1843,productionshare,Algeria,0
1844,productionshare,Algeria,0
1845,productionshare,Algeria,0
1846,productionshare,Algeria,0
1847,productionshare,Algeria,0
1848,productionshare,Algeria,0
1849,productionshare,Algeria,0
1850,productionshare,Algeria,0
1851,productionshare,Algeria,0
1852,productionshare,Algeria,0
1853,productionshare,Algeria,0
1854,productionshare,Algeria,0
1855,productionshare,Algeria,0
1856,productionshare,Algeria,0
1857,productionshare,Algeria,0
1858,productionshare,Algeria,0
1859,productionshare,Algeria,0
1860,productionshare,Algeria,0
1861,productionshare,Algeria,0
1862,productionshare,Algeria,0
1863,productionshare,Algeria,0
1864,productionshare,Algeria,0
1865,productionshare,Algeria,0
1866,productionshare,Algeria,0
1867,productionshare,Algeria,0
1868,productionshare,Algeria,0
1869,productionshare,Algeria,0
1870,productionshare,Algeria,0
1871,productionshare,Algeria,0
1872,productionshare,Algeria,0
1873,productionshare,Algeria,0
1874,productionshare,Algeria,0
1875,productionshare,Algeria,0
1876,productionshare,Algeria,0
1877,productionshare,Algeria,0
1878,productionshare,Algeria,0
1880,productionshare,Algeria,0
1881,productionshare,Algeria,0
1882,productionshare,Algeria,0
1883,productionshare,Algeria,0
1884,productionshare,Algeria,0
1885,productionshare,Algeria,1
1886,productionshare,Algeria,1
1887,productionshare,Algeria,1
1888,productionshare,Algeria,2
1889,productionshare,Algeria,2
1890,productionshare,Algeria,2
1891,productionshare,Algeria,3
1892,productionshare,Algeria,2
1893,productionshare,Algeria,3
1894,productionshare,Algeria,3
1895,productionshare,Algeria,3
1896,productionshare,Algeria,3
1897,productionshare,Algeria,4
1898,productionshare,Algeria,4
1899,productionshare,Algeria,3
1900,productionshare,Algeria,3
1901,productionshare,Algeria,3
1902,productionshare,Algeria,3
1903,productionshare,Algeria,5
1904,productionshare,Algeria,5
1905,productionshare,Algeria,5
1906,productionshare,Algeria,5
1907,productionshare,Algeria,5
1908,productionshare,Algeria,4
1909,productionshare,Algeria,5
1910,productionshare,Algeria,7
1911,productionshare,Algeria,6
1912,productionshare,Algeria,4
1913,productionshare,Algeria,5
1914,productionshare,Algeria,6
1915,productionshare,Algeria,6
1916,productionshare,Algeria,6
1917,productionshare,Algeria,4
1918,productionshare,Algeria,4
1919,productionshare,Algeria,5
1920,productionshare,Algeria,4
1921,productionshare,Algeria,3
1922,productionshare,Algeria,4
1923,productionshare,Algeria,5
1924,productionshare,Algeria,5
1925,productionshare,Algeria,6
1926,productionshare,Algeria,6
1927,productionshare,Algeria,4
1928,productionshare,Algeria,7
1929,productionshare,Algeria,6
1930,productionshare,Algeria,8
1931,productionshare,Algeria,8
1932,productionshare,Algeria,10
1933,productionshare,Algeria,9
1934,productionshare,Algeria,10
1935,productionshare,Algeria,9
1936,productionshare,Algeria,7
1937,productionshare,Algeria,8
1938,productionshare,Algeria,10
1939,productionshare,Algeria,8
1940,productionshare,Algeria,9
1941,productionshare,Algeria,6
1942,productionshare,Algeria,8
1943,productionshare,Algeria,3
1944,productionshare,Algeria,5
1945,productionshare,Algeria,7
1946,productionshare,Algeria,6
1947,productionshare,Algeria,4
1948,productionshare,Algeria,7
1949,productionshare,Algeria,8
1950,productionshare,Algeria,7
1951,productionshare,Algeria,7
1952,productionshare,Algeria,6
1953,productionshare,Algeria,8
1954,productionshare,Algeria,9
1955,productionshare,Algeria,6
1956,productionshare,Algeria,8
1957,productionshare,Algeria,8
1958,productionshare,Algeria,6
1959,productionshare,Algeria,7
1960,productionshare,Algeria,6
1961,productionshare,Algeria,7
1962,productionshare,Algeria,5
1963,productionshare,Algeria,5
1964,productionshare,Algeria,3
1965,productionshare,Algeria,5
1966,productionshare,Algeria,2
1967,productionshare,Algeria,2
1968,productionshare,Algeria,3
1969,productionshare,Algeria,3
1970,productionshare,Algeria,2
1971,productionshare,Algeria,3
1972,productionshare,Algeria,2
1973,productionshare,Algeria,1
1974,productionshare,Algeria,1
1975,productionshare,Algeria,1
1976,productionshare,Algeria,1
1977,productionshare,Algeria,0
1978,productionshare,Algeria,0
1979,productionshare,Algeria,0
1980,productionshare,Algeria,0
1981,productionshare,Algeria,0
1982,productionshare,Algeria,0
1983,productionshare,Algeria,0
1984,productionshare,Algeria,0
1985,productionshare,Algeria,0
1986,productionshare,Algeria,0
1987,productionshare,Algeria,0
1988,productionshare,Algeria,0
1989,productionshare,Algeria,0
1990,productionshare,Algeria,0
1991,productionshare,Algeria,0
1992,productionshare,Algeria,0
1863,productionshare,Morocco,0
1864,productionshare,Morocco,0
1865,productionshare,Morocco,0
1866,productionshare,Morocco,0
1867,productionshare,Morocco,0
1868,productionshare,Morocco,0
1869,productionshare,Morocco,0
1870,productionshare,Morocco,0
1871,productionshare,Morocco,0
1872,productionshare,Morocco,0
1873,productionshare,Morocco,0
1874,productionshare,Morocco,0
1876,productionshare,Morocco,0
1877,productionshare,Morocco,0
1878,productionshare,Morocco,0
1879,productionshare,Morocco,0
1880,productionshare,Morocco,0
1881,productionshare,Morocco,0
1882,productionshare,Morocco,0
1883,productionshare,Morocco,0
1884,productionshare,Morocco,0
1885,productionshare,Morocco,0
1886,productionshare,Morocco,0
1887,productionshare,Morocco,0
1888,productionshare,Morocco,0
1889,productionshare,Morocco,0
1890,productionshare,Morocco,0
1891,productionshare,Morocco,0
1892,productionshare,Morocco,0
1893,productionshare,Morocco,0
1894,productionshare,Morocco,0
1895,productionshare,Morocco,0
1896,productionshare,Morocco,0
1897,productionshare,Morocco,0
1898,productionshare,Morocco,0
1899,productionshare,Morocco,0
1900,productionshare,Morocco,0
1901,productionshare,Morocco,0
1902,productionshare,Morocco,0
1903,productionshare,Morocco,0
1904,productionshare,Morocco,0
1905,productionshare,Morocco,0
1906,productionshare,Morocco,0
1907,productionshare,Morocco,0
1908,productionshare,Morocco,0
1909,productionshare,Morocco,0
1910,productionshare,Morocco,0
1911,productionshare,Morocco,0
1912,productionshare,Morocco,0
1913,productionshare,Morocco,0
1914,productionshare,Morocco,0
1915,productionshare,Morocco,0
1916,productionshare,Morocco,0
1917,productionshare,Morocco,0
1918,productionshare,Morocco,0
1919,productionshare,Morocco,0
1920,productionshare,Morocco,0
1921,productionshare,Morocco,0
1922,productionshare,Morocco,0
1923,productionshare,Morocco,0
1924,productionshare,Morocco,0
1925,productionshare,Morocco,0
1926,productionshare,Morocco,0
1927,productionshare,Morocco,0
1928,productionshare,Morocco,0
1929,productionshare,Morocco,0
1930,productionshare,Morocco,0
1931,productionshare,Morocco,0
1932,productionshare,Morocco,0
1933,productionshare,Morocco,0
1934,productionshare,Morocco,0
1935,productionshare,Morocco,0
1936,productionshare,Morocco,0
1937,productionshare,Morocco,0
1938,productionshare,Morocco,0
1939,productionshare,Morocco,0
1940,productionshare,Morocco,0
1941,productionshare,Morocco,0
1942,productionshare,Morocco,0
1943,productionshare,Morocco,0
1944,productionshare,Morocco,0
1945,productionshare,Morocco,0
1946,productionshare,Morocco,0
1947,productionshare,Morocco,0
1948,productionshare,Morocco,0
1949,productionshare,Morocco,0
1950,productionshare,Morocco,0
1951,productionshare,Morocco,0
1952,productionshare,Morocco,0
1953,productionshare,Morocco,0
1954,productionshare,Morocco,0
1955,productionshare,Morocco,0
1956,productionshare,Morocco,1
1957,productionshare,Morocco,1
1958,productionshare,Morocco,0
1959,productionshare,Morocco,1
1960,productionshare,Morocco,1
1961,productionshare,Morocco,1
1962,productionshare,Morocco,0
1963,productionshare,Morocco,1
1964,productionshare,Morocco,0
1965,productionshare,Morocco,1
1966,productionshare,Morocco,0
1967,productionshare,Morocco,0
1968,productionshare,Morocco,0
1969,productionshare,Morocco,0
1970,productionshare,Morocco,0
1971,productionshare,Morocco,0
1972,productionshare,Morocco,0
1973,productionshare,Morocco,0
1974,productionshare,Morocco,0
1975,productionshare,Morocco,0
1976,productionshare,Morocco,0
1977,productionshare,Morocco,0
1978,productionshare,Morocco,0
1979,productionshare,Morocco,0
1980,productionshare,Morocco,0
1981,productionshare,Morocco,0
1982,productionshare,Morocco,0
1983,productionshare,Morocco,0
1984,productionshare,Morocco,0
1985,productionshare,Morocco,0
1986,productionshare,Morocco,0
1987,productionshare,Morocco,0
1988,productionshare,Morocco,0
1989,productionshare,Morocco,0
1990,productionshare,Morocco,0
1991,productionshare,Morocco,0
1992,productionshare,Morocco,0
1993,productionshare,Morocco,0
1994,productionshare,Morocco,0
1995,productionshare,Morocco,0
1996,productionshare,Morocco,0
1997,productionshare,Morocco,0
1998,productionshare,Morocco,0
1999,productionshare,Morocco,0
2000,productionshare,Morocco,0
2001,productionshare,Morocco,0
2002,productionshare,Morocco,0
2003,productionshare,Morocco,0
2004,productionshare,Morocco,0
2005,productionshare,Morocco,0
2006,productionshare,Morocco,0
2007,productionshare,Morocco,0
2008,productionshare,Morocco,0
2009,productionshare,Morocco,0
2010,productionshare,Morocco,0
2011,productionshare,Morocco,0
2012,productionshare,Morocco,0
2013,productionshare,Morocco,0
2014,productionshare,Morocco,0
2015,productionshare,Morocco,0
2016,productionshare,Morocco,0
2017,productionshare,Morocco,0
2018,productionshare,Morocco,0
2019,productionshare,Morocco,0
1835,productionshare,South Africa,0
1836,productionshare,South Africa,0
1837,productionshare,South Africa,0
1838,productionshare,South Africa,0
1839,productionshare,South Africa,0
1840,productionshare,South Africa,0
1841,productionshare,South Africa,0
1842,productionshare,South Africa,0
1843,productionshare,South Africa,0
1844,productionshare,South Africa,0
1845,productionshare,South Africa,0
1846,productionshare,South Africa,0
1847,productionshare,South Africa,0
1848,productionshare,South Africa,0
1849,productionshare,South Africa,0
1850,productionshare,South Africa,0
1851,productionshare,South Africa,0
1852,productionshare,South Africa,0
1853,productionshare,South Africa,0
1854,productionshare,South Africa,0
1855,productionshare,South Africa,0
1856,productionshare,South Africa,0
1857,productionshare,South Africa,0
1858,productionshare,South Africa,0
1918,productionshare,South Africa,0
1919,productionshare,South Africa,0
1920,productionshare,South Africa,0
1921,productionshare,South Africa,0
1922,productionshare,South Africa,0
1923,productionshare,South Africa,0
1924,productionshare,South Africa,0
1925,productionshare,South Africa,0
1926,productionshare,South Africa,0
1927,productionshare,South Africa,0
1928,productionshare,South Africa,0
1929,productionshare,South Africa,0
1930,productionshare,South Africa,0
1931,productionshare,South Africa,0
1932,productionshare,South Africa,0
1933,productionshare,South Africa,0
1934,productionshare,South Africa,0
1935,productionshare,South Africa,0
1936,productionshare,South Africa,1
1937,productionshare,South Africa,0
1938,productionshare,South Africa,0
1939,productionshare,South Africa,0
1940,productionshare,South Africa,1
1941,productionshare,South Africa,1
1942,productionshare,South Africa,1
1943,productionshare,South Africa,1
1944,productionshare,South Africa,1
1945,productionshare,South Africa,1
1946,productionshare,South Africa,1
1947,productionshare,South Africa,1
1948,productionshare,South Africa,1
1949,productionshare,South Africa,1
1950,productionshare,South Africa,1
1951,productionshare,South Africa,1
1952,productionshare,South Africa,1
1953,productionshare,South Africa,1
1954,productionshare,South Africa,1
1955,productionshare,South Africa,1
1956,productionshare,South Africa,1
1957,productionshare,South Africa,1
1958,productionshare,South Africa,1
1959,productionshare,South Africa,1
1960,productionshare,South Africa,1
1961,productionshare,South Africa,1
1962,productionshare,South Africa,1
1963,productionshare,South Africa,1
1964,productionshare,South Africa,1
1965,productionshare,South Africa,1
1966,productionshare,South Africa,1
1967,productionshare,South Africa,1
1968,productionshare,South Africa,1
1969,productionshare,South Africa,1
1970,productionshare,South Africa,1
1971,productionshare,South Africa,1
1972,productionshare,South Africa,2
1973,productionshare,South Africa,1
1974,productionshare,South Africa,1
1975,productionshare,South Africa,1
1976,productionshare,South Africa,1
1977,productionshare,South Africa,1
1978,productionshare,South Africa,2
1979,productionshare,South Africa,1
1980,productionshare,South Africa,2
1981,productionshare,South Africa,2
1982,productionshare,South Africa,2
1983,productionshare,South Africa,2
1984,productionshare,South Africa,2
1985,productionshare,South Africa,2
1986,productionshare,South Africa,2
1987,productionshare,South Africa,2
1988,productionshare,South Africa,3
1989,productionshare,South Africa,3
1990,productionshare,South Africa,3
1991,productionshare,South Africa,3
1992,productionshare,South Africa,3
1993,productionshare,South Africa,3
1994,productionshare,South Africa,3
1995,productionshare,South Africa,3
1996,productionshare,South Africa,3
1997,productionshare,South Africa,3
1998,productionshare,South Africa,3
1999,productionshare,South Africa,3
2000,productionshare,South Africa,3
2001,productionshare,South Africa,2
2002,productionshare,South Africa,3
2003,productionshare,South Africa,3
2004,productionshare,South Africa,3
2005,productionshare,South Africa,3
2006,productionshare,South Africa,3
2007,productionshare,South Africa,4
2008,productionshare,South Africa,4
2009,productionshare,South Africa,3
2010,productionshare,South Africa,3
2011,productionshare,South Africa,3
2012,productionshare,South Africa,4
2013,productionshare,South Africa,4
2014,productionshare,South Africa,4
2015,productionshare,South Africa,4
2016,productionshare,South Africa,3
2017,productionshare,South Africa,4
2018,productionshare,South Africa,3
2019,productionshare,South Africa,3
1835,productionshare,Tunisia,0
1836,productionshare,Tunisia,0
1837,productionshare,Tunisia,0
1838,productionshare,Tunisia,0
1839,productionshare,Tunisia,0
1840,productionshare,Tunisia,0
1841,productionshare,Tunisia,0
1842,productionshare,Tunisia,0
1843,productionshare,Tunisia,0
1844,productionshare,Tunisia,0
1845,productionshare,Tunisia,0
1846,productionshare,Tunisia,0
1847,productionshare,Tunisia,0
1848,productionshare,Tunisia,0
1849,productionshare,Tunisia,0
1850,productionshare,Tunisia,0
1851,productionshare,Tunisia,0
1852,productionshare,Tunisia,0
1853,productionshare,Tunisia,0
1854,productionshare,Tunisia,0
1855,productionshare,Tunisia,0
1856,productionshare,Tunisia,0
1857,productionshare,Tunisia,0
1858,productionshare,Tunisia,0
1859,productionshare,Tunisia,0
1860,productionshare,Tunisia,0
1861,productionshare,Tunisia,0
1862,productionshare,Tunisia,0
1863,productionshare,Tunisia,0
1864,productionshare,Tunisia,0
1865,productionshare,Tunisia,0
1866,productionshare,Tunisia,0
1868,productionshare,Tunisia,0
1869,productionshare,Tunisia,0
1870,productionshare,Tunisia,0
1871,productionshare,Tunisia,0
1872,productionshare,Tunisia,0
1873,productionshare,Tunisia,0
1874,productionshare,Tunisia,0
1875,productionshare,Tunisia,0
1876,productionshare,Tunisia,0
1877,productionshare,Tunisia,0
1878,productionshare,Tunisia,0
1879,productionshare,Tunisia,0
1880,productionshare,Tunisia,0
1881,productionshare,Tunisia,0
1882,productionshare,Tunisia,0
1883,productionshare,Tunisia,0
1884,productionshare,Tunisia,0
1885,productionshare,Tunisia,0
1886,productionshare,Tunisia,0
1887,productionshare,Tunisia,0
1888,productionshare,Tunisia,0
1889,productionshare,Tunisia,0
1890,productionshare,Tunisia,0
1891,productionshare,Tunisia,0
1892,productionshare,Tunisia,0
1893,productionshare,Tunisia,0
1894,productionshare,Tunisia,0
1895,productionshare,Tunisia,0
1896,productionshare,Tunisia,0
1897,productionshare,Tunisia,0
1898,productionshare,Tunisia,0
1899,productionshare,Tunisia,0
1900,productionshare,Tunisia,0
1901,productionshare,Tunisia,0
1902,productionshare,Tunisia,0
1903,productionshare,Tunisia,0
1904,productionshare,Tunisia,0
1905,productionshare,Tunisia,0
1906,productionshare,Tunisia,0
1907,productionshare,Tunisia,0
1908,productionshare,Tunisia,0
1909,productionshare,Tunisia,0
1910,productionshare,Tunisia,0
1911,productionshare,Tunisia,0
1912,productionshare,Tunisia,0
1913,productionshare,Tunisia,0
1973,productionshare,Tunisia,0
1974,productionshare,Tunisia,0
1975,productionshare,Tunisia,0
1976,productionshare,Tunisia,0
1977,productionshare,Tunisia,0
1978,productionshare,Tunisia,0
1979,productionshare,Tunisia,0
1980,productionshare,Tunisia,0
1981,productionshare,Tunisia,0
1982,productionshare,Tunisia,0
1983,productionshare,Tunisia,0
1984,productionshare,Tunisia,0
1985,productionshare,Tunisia,0
1986,productionshare,Tunisia,0
1987,productionshare,Tunisia,0
1988,productionshare,Tunisia,0
1989,productionshare,Tunisia,0
1990,productionshare,Tunisia,0
1991,productionshare,Tunisia,0
1992,productionshare,Tunisia,0
1993,productionshare,Tunisia,0
1994,productionshare,Tunisia,0
1995,productionshare,Tunisia,0
1996,productionshare,Tunisia,0
1997,productionshare,Tunisia,0
1998,productionshare,Tunisia,0
1999,productionshare,Tunisia,0
2000,productionshare,Tunisia,0
2001,productionshare,Tunisia,0
2002,productionshare,Tunisia,0
2003,productionshare,Tunisia,0
2004,productionshare,Tunisia,0
2005,productionshare,Tunisia,0
2006,productionshare,Tunisia,0
2007,productionshare,Tunisia,0
2008,productionshare,Tunisia,0
2009,productionshare,Tunisia,0
2010,productionshare,Tunisia,0
2011,productionshare,Tunisia,0
2012,productionshare,Tunisia,0
2013,productionshare,Tunisia,0
2014,productionshare,Tunisia,0
2015,productionshare,Tunisia,0
2016,productionshare,Tunisia,0
2017,productionshare,Tunisia,0
2018,productionshare,Tunisia,0
2019,productionshare,Tunisia,0
1835,productionshare,Turkey,0
1836,productionshare,Turkey,0
1837,productionshare,Turkey,0
1838,productionshare,Turkey,0
1839,productionshare,Turkey,0
1840,productionshare,Turkey,0
1841,productionshare,Turkey,0
1842,productionshare,Turkey,0
1843,productionshare,Turkey,0
1844,productionshare,Turkey,0
1845,productionshare,Turkey,0
1846,productionshare,Turkey,0
1847,productionshare,Turkey,0
1848,productionshare,Turkey,0
1849,productionshare,Turkey,0
1850,productionshare,Turkey,0
1851,productionshare,Turkey,0
1852,productionshare,Turkey,0
1853,productionshare,Turkey,0
1854,productionshare,Turkey,0
1855,productionshare,Turkey,0
1856,productionshare,Turkey,0
1857,productionshare,Turkey,0
1858,productionshare,Turkey,0
1859,productionshare,Turkey,0
1860,productionshare,Turkey,0
1861,productionshare,Turkey,0
1862,productionshare,Turkey,0
1864,productionshare,Turkey,0
1865,productionshare,Turkey,0
1866,productionshare,Turkey,0
1867,productionshare,Turkey,0
1868,productionshare,Turkey,0
1869,productionshare,Turkey,0
1870,productionshare,Turkey,0
1871,productionshare,Turkey,0
1872,productionshare,Turkey,0
1873,productionshare,Turkey,0
1874,productionshare,Turkey,0
1875,productionshare,Turkey,0
1876,productionshare,Turkey,0
1877,productionshare,Turkey,0
1878,productionshare,Turkey,0
1879,productionshare,Turkey,0
1880,productionshare,Turkey,0
1881,productionshare,Turkey,0
1882,productionshare,Turkey,0
1883,productionshare,Turkey,0
1884,productionshare,Turkey,0
1885,productionshare,Turkey,0
1886,productionshare,Turkey,0
1887,productionshare,Turkey,0
1888,productionshare,Turkey,0
1889,productionshare,Turkey,0
1890,productionshare,Turkey,0
1891,productionshare,Turkey,0
1892,productionshare,Turkey,0
1893,productionshare,Turkey,0
1894,productionshare,Turkey,0
1895,productionshare,Turkey,0
1896,productionshare,Turkey,0
1897,productionshare,Turkey,0
1898,productionshare,Turkey,0
1899,productionshare,Turkey,0
1900,productionshare,Turkey,0
1901,productionshare,Turkey,0
1902,productionshare,Turkey,0
1903,productionshare,Turkey,0
1904,productionshare,Turkey,0
1905,productionshare,Turkey,0
1906,productionshare,Turkey,0
1907,productionshare,Turkey,0
1908,productionshare,Turkey,0
1909,productionshare,Turkey,0
1910,productionshare,Turkey,0
1911,productionshare,Turkey,0
1912,productionshare,Turkey,0
1913,productionshare,Turkey,0
1914,productionshare,Turkey,0
1915,productionshare,Turkey,0
1916,productionshare,Turkey,0
1917,productionshare,Turkey,0
1918,productionshare,Turkey,0
1919,productionshare,Turkey,0
1920,productionshare,Turkey,0
1921,productionshare,Turkey,0
1922,productionshare,Turkey,0
1923,productionshare,Turkey,0
1924,productionshare,Turkey,0
1925,productionshare,Turkey,0
1926,productionshare,Turkey,0
1927,productionshare,Turkey,0
1928,productionshare,Turkey,0
1929,productionshare,Turkey,0
1930,productionshare,Turkey,0
1931,productionshare,Turkey,0
1932,productionshare,Turkey,0
1933,productionshare,Turkey,0
1934,productionshare,Turkey,0
1935,productionshare,Turkey,0
1936,productionshare,Turkey,0
1937,productionshare,Turkey,0
1938,productionshare,Turkey,0
1939,productionshare,Turkey,0
1940,productionshare,Turkey,0
1941,productionshare,Turkey,0
1942,productionshare,Turkey,0
1943,productionshare,Turkey,0
1944,productionshare,Turkey,0
1945,productionshare,Turkey,0
1946,productionshare,Turkey,0
1947,productionshare,Turkey,0
1948,productionshare,Turkey,0
1949,productionshare,Turkey,0
1950,productionshare,Turkey,0
1951,productionshare,Turkey,0
1952,productionshare,Turkey,0
1953,productionshare,Turkey,0
1954,productionshare,Turkey,0
1955,productionshare,Turkey,0
1956,productionshare,Turkey,0
1957,productionshare,Turkey,0
1958,productionshare,Turkey,0
1959,productionshare,Turkey,0
1960,productionshare,Turkey,0
1961,productionshare,Turkey,0
1962,productionshare,Turkey,0
1963,productionshare,Turkey,0
1964,productionshare,Turkey,0
1965,productionshare,Turkey,0
1966,productionshare,Turkey,0
1967,productionshare,Turkey,0
1968,productionshare,Turkey,0
1839,productionshare,Other AME,0
1840,productionshare,Other AME,0
1841,productionshare,Other AME,0
1842,productionshare,Other AME,0
1843,productionshare,Other AME,0
1844,productionshare,Other AME,0
1845,productionshare,Other AME,0
1846,productionshare,Other AME,0
1847,productionshare,Other AME,0
1848,productionshare,Other AME,0
1849,productionshare,Other AME,0
1850,productionshare,Other AME,0
1851,productionshare,Other AME,0
1852,productionshare,Other AME,0
1853,productionshare,Other AME,0
1854,productionshare,Other AME,0
1855,productionshare,Other AME,0
1856,productionshare,Other AME,0
1857,productionshare,Other AME,0
1858,productionshare,Other AME,0
1860,productionshare,Other AME,0
1861,productionshare,Other AME,0
1862,productionshare,Other AME,0
1863,productionshare,Other AME,0
1864,productionshare,Other AME,0
1865,productionshare,Other AME,0
1866,productionshare,Other AME,0
1867,productionshare,Other AME,0
1868,productionshare,Other AME,0
1869,productionshare,Other AME,0
1870,productionshare,Other AME,0
1871,productionshare,Other AME,0
1872,productionshare,Other AME,0
1873,productionshare,Other AME,0
1874,productionshare,Other AME,0
1875,productionshare,Other AME,0
1876,productionshare,Other AME,0
1877,productionshare,Other AME,0
1878,productionshare,Other AME,0
1879,productionshare,Other AME,0
1880,productionshare,Other AME,0
1881,productionshare,Other AME,0
1882,productionshare,Other AME,0
1883,productionshare,Other AME,0
1884,productionshare,Other AME,0
1885,productionshare,Other AME,0
1886,productionshare,Other AME,0
1887,productionshare,Other AME,0
